Path Difference (micrometers),Intensity
-2.9999999999177334,2.0
-2.9959959959137294,1.9987344272068062
-2.9919919919097255,1.9949409122800723
-2.987987987905721,1.9886290571579661
-2.9839839839017173,1.9798148380640672
-2.9799799798977133,1.968520565069214
-2.9759759758937094,1.954774825621475
-2.9719719718897055,1.9386124121871582
-2.9679679678857016,1.9200742341860078
-2.9639639638816973,1.8992072144435257
-2.9599599598776933,1.8760641704224676
-2.9559559558736894,1.8507036805341535
-2.9519519518696855,1.8231899358679913
-2.9479479478656816,1.793592577714505
-2.9439439438616772,1.7619865212930672
-2.939939939857673,1.7284517661306138
-2.935935935853669,1.693073193571169
-2.931931931849665,1.6559403519288498
-2.927927927845661,1.6171472298280172
-2.9239239238416572,1.5767920183044304
-2.919919919837653,1.5349768622694286
-2.915915915833649,1.4918076019663113
-2.911911911829645,1.447393505073268
-2.907907907825641,1.4018469901309976
-2.903903903821637,1.3552833419950479
-2.899899899817633,1.3078204200330292
-2.895895895813629,1.2595783598054606
-2.891891891809625,1.2106792689851351
-2.887887887805621,1.1612469182848897
-2.883883883801617,1.1114064281758698
-2.8798798797976133,1.0612839521894695
-2.875875875793609,1.0110063576043269
-2.871871871789605,0.9607009043268707
-2.867867867785601,0.9104949227778899
-2.863863863781597,0.8605154916007646
-2.8598598597775933,0.8108891160069456
-2.855855855773589,0.7617414075728111
-2.851851851769585,0.7131967662985482
-2.847847847765581,0.6653780657335995
-2.843843843761577,0.6184063419658872
-2.8398398397575733,0.5724004872618136
-2.8358358357535693,0.5274769491326896
-2.831831831749565,0.48374943558908534
-2.827827827745561,0.44132862732938793
-2.823823823741557,0.4003218975907712
-2.8198198197375532,0.3608330403719553
-2.8158158157335493,0.322962007715506
-2.811811811729545,0.28680465671463484
-2.807807807725541,0.2524525068849931
-2.803803803721537,0.2199925085154234
-2.7997997997175332,0.18950682258416662
-2.7957957957135293,0.1610726127974368
-2.7917917917095254,0.13476185027688925
-2.787787787705521,0.1106411313902056
-2.783783783701517,0.08877150918604182
-2.779779779697513,0.06920833885983457
-2.7757757756935093,0.052001137641776496
-2.7717717716895054,0.03719345946149333
-2.767767767685501,0.024822784706718615
-2.763763763681497,0.014920425354973288
-2.759759759677493,0.007511445718393017
-2.7557557556734893,0.002614599002315865
-2.7517517516694854,0.0002422798381841451
-2.747747747665481,0.00040049291093346984
-2.7437437436614767,0.0030888377602601436
-2.7397397396574728,0.008300509794242239
-2.735735735653469,0.016022317512755402
-2.731731731649465,0.026234715897077043
-2.727727727645461,0.038911855881174295
-2.7237237236414567,0.054021649779445347
-2.7197197196374527,0.07152585250532195
-2.715715715633449,0.09138015837515645
-2.711711711629445,0.11353431325233454
-2.707707707625441,0.13793224174782537
-2.703703703621437,0.16451218915514143
-2.6996996996174327,0.1932068777604813
-2.695695695613429,0.22394367713240004
-2.691691691609425,0.25664478796003176
-2.687687687605421,0.29122743897443604
-2.683683683601417,0.3276040964547332
-2.6796796795974127,0.3656826857886728
-2.675675675593409,0.4053668245268802
-2.671671671589405,0.44655606634087075
-2.667667667585401,0.48914615526730953
-2.663663663581397,0.5330292895950035
-2.659659659577393,0.5780943947267578
-2.655655655573389,0.6242274043252984
-2.651651651569385,0.6713115490317905
-2.647647647565381,0.7192276520260605
-2.643643643561377,0.7678544306804874
-2.639639639557373,0.8170688035439632
-2.6356356355533688,0.8667462018789385
-2.631631631549365,0.9167608849630333
-2.627627627545361,0.9669862583571129
-2.623623623541357,1.0172951943342161
-2.619619619537353,1.0675603536583058
-2.615615615533349,1.1176545078984512
-2.611611611529345,1.1674508614624455
-2.607607607525341,1.2168233725349251
-2.603603603521337,1.2656470721075277
-2.599599599517333,1.313798380293653
-2.595595595513329,1.3611554191271207
-2.591591591509325,1.4075983210530207
-2.587587587505321,1.4530095323299475
-2.583583583501317,1.497274110575634
-2.579579579497313,1.5402800157028291
-2.575575575493309,1.5819183935090417
-2.5715715714893053,1.622083851202405
-2.567567567485301,1.6606747241661184
-2.563563563481297,1.6975933332864341
-2.559559559477293,1.73274623219264
-2.5555555554732887,1.7660444437834868
-2.551551551469285,1.7974036854411388
-2.5475475474652804,1.8267445823627382
-2.5435435434612765,1.8539928684695883
-2.5395395394572726,1.879079574385413
-2.5355355354532687,1.9019412020078612
-2.531531531449265,1.9225198852314596
-2.527527527445261,1.94076353641513
-2.5235235234412565,1.9566259782236013
-2.5195195194372526,1.970067060508945
-2.5155155154332487,1.9810527619364566
-2.511511511429245,1.9895552760975972
-2.507507507425241,1.9955530818920602
-2.5035035034212365,1.999030998000804
-2.4994994994172326,1.9999802213121813
-2.4954954954132287,1.9983983492038961
-2.4914914914092248,1.9942893856243895
-2.487487487405221,1.9876637309582623
-2.483483483401217,1.9785381557013917
-2.479479479397213,1.9669357580123603
-2.4754754753932087,1.9528859052476664
-2.4714714713892048,1.936424159628664
-2.467467467385201,1.9175921882284102
-2.463463463381197,1.896437657506236
-2.4594594593771926,1.8730141126570112
-2.4554554553731887,1.8473808420804656
-2.4514514513691847,1.8196027273136168
-2.447447447365181,1.7897500788061687
-2.443443443361177,1.757898457954524
-2.439439439357173,1.724128485844913
-2.435435435353169,1.6885256391896721
-2.4314314313491647,1.6511800339732883
-2.427427427345161,1.6121861973556788
-2.423423423341157,1.5716428284102515
-2.419419419337153,1.529652548302142
-2.4154154153331486,1.4863216405391564
-2.4114114113291447,1.4417597819527304
-2.407407407325141,1.3960797650899122
-2.403403403321137,1.3493972127190141
-2.399399399317133,1.301830285171576
-2.395395395313129,1.2534993812613817
-2.391391391309125,1.2045268335375132
-2.387387387305121,1.1550365986429034
-2.383383383301117,1.1051539435620357
-2.379379379297113,1.055005128551968
-2.375375375293109,1.0047170875592502
-2.3713713712891047,0.9544171069316701
-2.3673673672851008,0.9042325032379512
-2.363363363281097,0.8542903010110292
-2.3593593592770925,0.8047169112304413
-2.3553553552730886,0.7556378113577814
-2.3513513512690847,0.7071772277349724
-2.3473473472650808,0.6594578211493254
-2.3433433432610764,0.6126003763612393
-2.3393393392570725,0.5667234963804128
-2.3353353352530686,0.5219433022643557
-2.3313313312490647,0.4783731391990964
-2.3273273272450603,0.4361232896060544
-2.3233233232410564,0.3953006940011531
-2.3193193192370525,0.35600868031284605
-2.3153153152330486,0.3183467023440665
-2.3113113112290447,0.2824100880402135
-2.3073073072250407,0.24828979820022745
-2.303303303221037,0.21607219624160479
-2.2992992992170325,0.1858388296019855
-2.2952952952130286,0.15766622333076807
-2.2912912912090246,0.13162568639304073
-2.2872872872050207,0.10778313117622729
-2.2832832832010164,0.08619890665625896
-2.2792792791970125,0.06692764564551745
-2.2752752751930085,0.05001812650925408
-2.2712712711890046,0.035513149700436286
-2.2672672671850007,0.023449429425588142
-2.263263263180997,0.013857500715781845
-2.259259259176993,0.006761642138041424
-2.2552552551729885,0.00217981434274761
-2.2512512511689846,0.00012361460262722002
-2.2472472471649807,0.0005982474583625663
-2.243243243160977,0.003602511545145126
-2.2392392391569724,0.00912880263350424
-2.2352352351529685,0.01716313287671689
-2.2312312311489646,0.027685166216082524
