Time,Signal
-0.004988,-0.8
-0.004984,-0.8
-0.00498,-0.8
-0.004976,-0.8
-0.004972,-0.8
-0.004968,-0.8
-0.004964,-0.8
-0.00496,-0.8
-0.004956,-0.8
-0.004952,-0.8
-0.004948,-0.4
-0.004944,-0.8
-0.00494,-0.4
-0.004936,-0.8
-0.004932,-0.4
-0.004928,-0.4
-0.004924,-0.4
-0.00492,-0.4
-0.004916,-0.4
-0.004912,-0.4
-0.004908,-0.4
-0.004904,-0.4
-0.0049,-0.4
-0.004896,-0.4
-0.004892,-0.4
-0.004888,0.0
-0.004884,-0.4
-0.00488,-0.4
-0.004876,-0.4
-0.004872,-0.4
-0.004868,-0.4
-0.004864,0.0
-0.00486,0.0
-0.004856,0.0
-0.004852,0.0
-0.004848,-0.4
-0.004844,0.0
-0.00484,0.0
-0.004836,0.0
-0.004832,0.0
-0.004828,0.0
-0.004824,0.0
-0.00482,0.0
-0.004816,0.4
-0.004812,0.0
-0.004808,0.4
-0.004804,0.4
-0.0048,0.0
-0.004796,0.4
-0.004792,0.0
-0.004788,0.4
-0.004784,0.4
-0.00478,0.4
-0.004776,0.4
-0.004772,0.4
-0.004768,0.4
-0.004764,0.4
-0.00476,0.8
-0.004756,0.4
-0.004752,0.4
-0.004748,0.4
-0.004744,0.4
-0.00474,0.4
-0.004736,0.4
-0.004732,0.4
-0.004728,0.8
-0.004724,0.8
-0.00472,0.8
-0.004716,0.8
-0.004712,0.8
-0.004708,0.8
-0.004704,0.4
-0.0047,0.8
-0.004696,0.8
-0.004692,0.8
-0.004688,0.8
-0.004684,0.8
-0.00468,1.2
-0.004676,1.2
-0.004672,0.8
-0.004668,0.8
-0.004664,0.8
-0.00466,0.8
-0.004656,0.8
-0.004652,1.2
-0.004648,1.2
-0.004644,0.8
-0.00464,1.2
-0.004636,0.8
-0.004632,1.2
-0.004628,1.2
-0.004624,0.8
-0.00462,0.8
-0.004616,0.8
-0.004612,1.2
-0.004608,0.8
-0.004604,1.2
-0.0046,0.8
-0.004596,0.8
-0.004592,1.2
-0.004588,1.2
-0.004584,0.8
-0.00458,1.2
-0.004576,0.8
-0.004572,0.8
-0.004568,1.2
-0.004564,1.6
-0.00456,1.2
-0.004556,1.2
-0.004552,0.8
-0.004548,1.2
-0.004544,1.2
-0.00454,0.8
-0.004536,1.2
-0.004532,1.2
-0.004528,1.2
-0.004524,0.8
-0.00452,1.2
-0.004516,1.2
-0.004512,1.2
-0.004508,0.8
-0.004504,0.8
-0.0045,0.8
-0.004496,1.2
-0.004492,0.8
-0.004488,0.8
-0.004484,0.8
-0.00448,1.2
-0.004476,0.8
-0.004472,1.2
-0.004468,1.2
-0.004464,0.8
-0.00446,0.8
-0.004456,1.2
-0.004452,0.8
-0.004448,0.8
-0.004444,0.8
-0.00444,0.8
-0.004436,1.2
-0.004432,0.8
-0.004428,0.8
-0.004424,0.8
-0.00442,0.8
-0.004416,0.4
-0.004412,0.4
-0.004408,0.8
-0.004404,0.4
-0.0044,0.8
-0.004396,0.4
-0.004392,0.4
-0.004388,0.4
-0.004384,0.8
-0.00438,0.4
-0.004376,0.4
-0.004372,0.4
-0.004368,0.4
-0.004364,0.4
-0.00436,0.4
-0.004356,0.4
-0.004352,0.4
-0.004348,0.4
-0.004344,0.4
-0.00434,0.4
-0.004336,0.4
-0.004332,0.0
-0.004328,0.0
-0.004324,0.4
-0.00432,0.0
-0.004316,0.0
-0.004312,0.0
-0.004308,0.0
-0.004304,0.0
-0.0043,0.0
-0.004296,0.0
-0.004292,-0.4
-0.004288,-0.4
-0.004284,0.0
-0.00428,0.0
-0.004276,-0.4
-0.004272,0.0
-0.004268,-0.4
-0.004264,0.0
-0.00426,-0.4
-0.004256,0.0
-0.004252,-0.4
-0.004248,-0.4
-0.004244,-0.4
-0.00424,-0.4
-0.004236,-0.4
-0.004232,-0.4
-0.004228,-0.4
-0.004224,-0.4
-0.00422,-0.4
-0.004216,-0.4
-0.004212,-0.4
-0.004208,-0.4
-0.004204,-0.4
-0.0042,-0.4
-0.004196,-0.4
-0.004192,-0.4
-0.004188,-0.4
-0.004184,-0.4
-0.00418,-0.4
-0.004176,-0.8
-0.004172,-0.8
-0.004168,-0.8
-0.004164,-0.8
-0.00416,-0.8
-0.004156,-0.8
-0.004152,-0.8
-0.004148,-0.8
-0.004144,-0.8
-0.00414,-0.8
-0.004136,-0.8
-0.004132,-0.8
-0.004128,-0.8
-0.004124,-1.2
-0.00412,-1.2
-0.004116,-1.2
-0.004112,-1.2
-0.004108,-1.2
-0.004104,-1.2
-0.0041,-1.6
-0.004096,-1.2
-0.004092,-1.2
-0.004088,-1.2
-0.004084,-1.2
-0.00408,-1.2
-0.004076,-1.2
-0.004072,-1.6
-0.004068,-1.2
-0.004064,-1.6
-0.00406,-1.2
-0.004056,-1.6
-0.004052,-1.6
-0.004048,-1.2
-0.004044,-1.6
-0.00404,-1.6
-0.004036,-1.6
-0.004032,-1.6
-0.004028,-1.6
-0.004024,-1.6
-0.00402,-1.6
-0.004016,-1.6
-0.004012,-1.6
-0.004008,-1.6
-0.004004,-1.6
-0.004,-1.6
-0.003996,-2.0
-0.003992,-1.6
-0.003988,-2.0
-0.003984,-1.6
-0.00398,-1.6
-0.003976,-2.0
-0.003972,-2.0
-0.003968,-2.0
-0.003964,-2.0
-0.00396,-1.6
-0.003956,-1.6
-0.003952,-2.0
-0.003948,-2.0
-0.003944,-1.6
-0.00394,-1.6
-0.003936,-2.0
-0.003932,-2.0
-0.003928,-1.6
-0.003924,-2.0
-0.00392,-2.0
-0.003916,-2.0
-0.003912,-2.0
-0.003908,-2.0
-0.003904,-2.0
-0.0039,-2.0
-0.003896,-2.0
-0.003892,-2.0
-0.003888,-2.0
-0.003884,-2.0
-0.00388,-2.0
-0.003876,-2.0
-0.003872,-2.0
-0.003868,-2.0
-0.003864,-2.0
-0.00386,-2.0
-0.003856,-2.0
-0.003852,-2.0
-0.003848,-2.0
-0.003844,-1.6
-0.00384,-2.0
-0.003836,-2.0
-0.003832,-2.0
-0.003828,-2.0
-0.003824,-2.0
-0.00382,-2.0
-0.003816,-1.6
-0.003812,-2.0
-0.003808,-1.6
-0.003804,-2.0
-0.0038,-1.6
-0.003796,-2.0
-0.003792,-2.0
-0.003788,-2.0
-0.003784,-2.0
-0.00378,-2.0
-0.003776,-2.0
-0.003772,-1.6
-0.003768,-2.0
-0.003764,-2.0
-0.00376,-1.6
-0.003756,-2.0
-0.003752,-1.6
-0.003748,-2.0
-0.003744,-1.6
-0.00374,-2.0
-0.003736,-1.6
-0.003732,-1.6
-0.003728,-1.6
-0.003724,-1.6
-0.00372,-1.6
-0.003716,-1.6
-0.003712,-1.6
-0.003708,-2.0
-0.003704,-1.6
-0.0037,-1.6
-0.003696,-1.6
-0.003692,-1.6
-0.003688,-1.2
-0.003684,-1.2
-0.00368,-1.6
-0.003676,-1.6
-0.003672,-1.6
-0.003668,-1.2
-0.003664,-1.6
-0.00366,-1.6
-0.003656,-1.2
-0.003652,-1.6
-0.003648,-1.2
-0.003644,-1.2
-0.00364,-1.2
-0.003636,-1.2
-0.003632,-1.2
-0.003628,-1.2
-0.003624,-1.2
-0.00362,-1.2
-0.003616,-1.2
-0.003612,-1.2
-0.003608,-1.2
-0.003604,-1.2
-0.0036,-1.2
-0.003596,-0.8
-0.003592,-1.2
-0.003588,-1.2
-0.003584,-1.2
-0.00358,-1.2
-0.003576,-1.2
-0.003572,-1.2
-0.003568,-0.8
-0.003564,-0.8
-0.00356,-0.4
-0.003556,-0.8
-0.003552,-0.8
-0.003548,-0.8
-0.003544,-0.4
-0.00354,-0.8
-0.003536,-0.8
-0.003532,-0.8
-0.003528,-0.8
-0.003524,-0.4
-0.00352,-0.4
-0.003516,-0.8
-0.003512,-0.4
-0.003508,-0.4
-0.003504,-0.4
-0.0035,-0.4
-0.003496,-0.4
-0.003492,-0.4
-0.003488,-0.4
-0.003484,-0.4
-0.00348,-0.4
-0.003476,-0.4
-0.003472,-0.4
-0.003468,-0.4
-0.003464,-0.4
-0.00346,-0.4
-0.003456,-0.4
-0.003452,-0.4
-0.003448,-0.4
-0.003444,-0.4
-0.00344,-0.4
-0.003436,-0.4
-0.003432,0.0
-0.003428,0.0
-0.003424,-0.4
-0.00342,0.0
-0.003416,0.0
-0.003412,-0.4
-0.003408,0.0
-0.003404,-0.4
-0.0034,0.0
-0.003396,0.0
-0.003392,0.0
-0.003388,0.0
-0.003384,0.4
-0.00338,0.0
-0.003376,0.4
-0.003372,0.0
-0.003368,0.4
-0.003364,0.0
-0.00336,0.4
-0.003356,0.4
-0.003352,0.0
-0.003348,0.0
-0.003344,0.4
-0.00334,0.0
-0.003336,0.4
-0.003332,0.4
-0.003328,0.0
-0.003324,0.0
-0.00332,0.4
-0.003316,0.4
-0.003312,0.4
-0.003308,0.4
-0.003304,0.4
-0.0033,0.4
-0.003296,0.8
-0.003292,0.4
-0.003288,0.4
-0.003284,0.4
-0.00328,0.4
-0.003276,0.4
-0.003272,0.4
-0.003268,0.4
-0.003264,0.4
-0.00326,0.4
-0.003256,0.8
-0.003252,0.4
-0.003248,0.4
-0.003244,0.8
-0.00324,0.4
-0.003236,0.8
-0.003232,0.4
-0.003228,0.8
-0.003224,0.8
-0.00322,0.4
-0.003216,0.8
-0.003212,0.8
-0.003208,0.4
-0.003204,0.8
-0.0032,0.8
-0.003196,0.8
-0.003192,0.8
-0.003188,0.4
-0.003184,0.8
-0.00318,0.8
-0.003176,0.8
-0.003172,0.8
-0.003168,0.8
-0.003164,0.8
-0.00316,0.8
-0.003156,0.8
-0.003152,0.8
-0.003148,0.4
-0.003144,0.8
-0.00314,0.8
-0.003136,0.8
-0.003132,0.8
-0.003128,0.8
-0.003124,1.2
-0.00312,0.8
-0.003116,0.8
-0.003112,0.8
-0.003108,0.8
-0.003104,0.8
-0.0031,0.8
-0.003096,0.8
-0.003092,1.2
-0.003088,0.8
-0.003084,1.2
-0.00308,0.8
-0.003076,0.8
-0.003072,0.4
-0.003068,0.8
-0.003064,0.8
-0.00306,0.8
-0.003056,0.8
-0.003052,0.4
-0.003048,0.8
-0.003044,0.8
-0.00304,0.8
-0.003036,0.8
-0.003032,0.4
-0.003028,0.4
-0.003024,0.4
-0.00302,0.4
-0.003016,0.8
-0.003012,0.8
-0.003008,0.8
-0.003004,0.8
-0.003,0.8
-0.002996,0.8
-0.002992,0.8
-0.002988,0.4
-0.002984,0.4
-0.00298,0.8
-0.002976,0.8
-0.002972,0.8
-0.002968,0.8
-0.002964,0.8
-0.00296,0.8
-0.002956,0.4
-0.002952,0.4
-0.002948,0.4
-0.002944,0.4
-0.00294,0.4
-0.002936,0.4
-0.002932,0.8
-0.002928,0.8
-0.002924,0.4
-0.00292,0.4
-0.002916,0.4
-0.002912,0.4
-0.002908,0.4
-0.002904,0.4
-0.0029,0.4
-0.002896,0.4
-0.002892,0.4
-0.002888,0.4
-0.002884,0.4
-0.00288,0.4
-0.002876,0.4
-0.002872,0.4
-0.002868,0.4
-0.002864,0.4
