Time,Signal
-0.004988,-0.4
-0.004984,-0.4
-0.00498,-0.4
-0.004976,-0.4
-0.004972,-0.4
-0.004968,-0.4
-0.004964,-0.4
-0.00496,-0.4
-0.004956,-0.4
-0.004952,-0.4
-0.004948,-0.4
-0.004944,-0.4
-0.00494,-0.4
-0.004936,-0.4
-0.004932,-0.4
-0.004928,-0.4
-0.004924,-0.4
-0.00492,-0.4
-0.004916,-0.4
-0.004912,-0.8
-0.004908,-0.4
-0.004904,-0.4
-0.0049,-0.4
-0.004896,-0.8
-0.004892,-0.4
-0.004888,-0.4
-0.004884,-0.8
-0.00488,-0.4
-0.004876,-0.4
-0.004872,-0.8
-0.004868,-0.4
-0.004864,-0.4
-0.00486,-0.8
-0.004856,-0.4
-0.004852,-0.8
-0.004848,-0.8
-0.004844,-0.4
-0.00484,-0.8
-0.004836,-0.8
-0.004832,-0.8
-0.004828,-0.8
-0.004824,-0.4
-0.00482,-0.8
-0.004816,-0.8
-0.004812,-0.8
-0.004808,-0.8
-0.004804,-0.8
-0.0048,-0.8
-0.004796,-0.8
-0.004792,-0.8
-0.004788,-0.8
-0.004784,-0.8
-0.00478,-0.4
-0.004776,-1.2
-0.004772,-0.8
-0.004768,-0.8
-0.004764,-0.8
-0.00476,-0.8
-0.004756,-0.8
-0.004752,-0.8
-0.004748,-0.8
-0.004744,-0.8
-0.00474,-1.2
-0.004736,-1.2
-0.004732,-0.8
-0.004728,-0.8
-0.004724,-0.8
-0.00472,-1.2
-0.004716,-1.2
-0.004712,-0.8
-0.004708,-1.2
-0.004704,-1.2
-0.0047,-1.2
-0.004696,-0.8
-0.004692,-0.8
-0.004688,-1.2
-0.004684,-0.8
-0.00468,-1.2
-0.004676,-1.2
-0.004672,-1.2
-0.004668,-0.8
-0.004664,-1.2
-0.00466,-0.8
-0.004656,-0.8
-0.004652,-1.2
-0.004648,-1.2
-0.004644,-1.2
-0.00464,-1.2
-0.004636,-1.2
-0.004632,-1.2
-0.004628,-0.8
-0.004624,-1.2
-0.00462,-1.2
-0.004616,-1.2
-0.004612,-1.2
-0.004608,-0.8
-0.004604,-1.2
-0.0046,-1.2
-0.004596,-0.8
-0.004592,-1.2
-0.004588,-1.2
-0.004584,-1.6
-0.00458,-1.2
-0.004576,-1.2
-0.004572,-1.2
-0.004568,-1.2
-0.004564,-1.2
-0.00456,-1.2
-0.004556,-1.2
-0.004552,-1.2
-0.004548,-0.8
-0.004544,-1.2
-0.00454,-1.2
-0.004536,-1.2
-0.004532,-1.2
-0.004528,-1.2
-0.004524,-1.2
-0.00452,-1.2
-0.004516,-1.2
-0.004512,-1.2
-0.004508,-1.2
-0.004504,-1.2
-0.0045,-1.2
-0.004496,-1.2
-0.004492,-1.2
-0.004488,-1.2
-0.004484,-1.2
-0.00448,-1.2
-0.004476,-1.2
-0.004472,-1.6
-0.004468,-1.2
-0.004464,-1.2
-0.00446,-1.6
-0.004456,-1.2
-0.004452,-1.2
-0.004448,-1.2
-0.004444,-1.2
-0.00444,-1.2
-0.004436,-1.6
-0.004432,-1.6
-0.004428,-1.2
-0.004424,-1.2
-0.00442,-1.2
-0.004416,-1.6
-0.004412,-1.6
-0.004408,-1.6
-0.004404,-1.6
-0.0044,-1.6
-0.004396,-1.2
-0.004392,-1.6
-0.004388,-1.2
-0.004384,-1.2
-0.00438,-1.6
-0.004376,-1.2
-0.004372,-1.6
-0.004368,-1.6
-0.004364,-1.6
-0.00436,-1.6
-0.004356,-1.2
-0.004352,-1.6
-0.004348,-1.6
-0.004344,-1.6
-0.00434,-1.6
-0.004336,-1.6
-0.004332,-1.6
-0.004328,-1.6
-0.004324,-1.6
-0.00432,-1.6
-0.004316,-1.6
-0.004312,-1.6
-0.004308,-1.6
-0.004304,-1.2
-0.0043,-1.6
-0.004296,-1.6
-0.004292,-1.6
-0.004288,-1.6
-0.004284,-1.6
-0.00428,-1.6
-0.004276,-1.6
-0.004272,-1.6
-0.004268,-1.6
-0.004264,-1.6
-0.00426,-1.6
-0.004256,-1.6
-0.004252,-1.6
-0.004248,-1.6
-0.004244,-1.6
