Time,Signal
-0.004988,2.0
-0.004984,2.0
-0.00498,1.2
-0.004976,1.6
-0.004972,1.6
-0.004968,1.6
-0.004964,1.6
-0.00496,1.6
-0.004956,1.6
-0.004952,1.6
-0.004948,1.6
-0.004944,1.6
-0.00494,1.6
-0.004936,1.6
-0.004932,1.2
-0.004928,1.6
-0.004924,1.2
-0.00492,1.6
-0.004916,1.6
-0.004912,1.6
-0.004908,1.6
-0.004904,1.6
-0.0049,1.6
-0.004896,1.6
-0.004892,1.6
-0.004888,1.2
-0.004884,1.2
-0.00488,1.6
-0.004876,1.6
-0.004872,1.2
-0.004868,1.6
-0.004864,1.2
-0.00486,1.2
-0.004856,1.6
-0.004852,1.2
-0.004848,1.2
-0.004844,1.2
-0.00484,1.2
-0.004836,1.2
-0.004832,1.2
-0.004828,1.2
-0.004824,1.2
-0.00482,1.2
-0.004816,1.2
-0.004812,1.2
-0.004808,1.2
-0.004804,1.2
-0.0048,1.2
-0.004796,0.8
-0.004792,1.2
-0.004788,1.2
-0.004784,1.2
-0.00478,1.2
-0.004776,0.8
-0.004772,0.8
-0.004768,1.2
-0.004764,1.2
-0.00476,0.8
-0.004756,0.8
-0.004752,0.8
-0.004748,0.8
-0.004744,1.2
-0.00474,0.8
-0.004736,0.4
-0.004732,0.8
-0.004728,0.8
-0.004724,0.8
-0.00472,0.8
-0.004716,0.8
-0.004712,0.4
-0.004708,0.8
-0.004704,0.8
-0.0047,0.4
-0.004696,0.4
-0.004692,0.4
-0.004688,0.4
-0.004684,0.4
-0.00468,0.4
-0.004676,0.4
-0.004672,0.4
-0.004668,0.4
-0.004664,0.4
-0.00466,0.4
-0.004656,0.0
-0.004652,0.4
-0.004648,0.4
-0.004644,0.4
-0.00464,0.4
-0.004636,0.0
-0.004632,0.4
-0.004628,0.4
-0.004624,0.0
-0.00462,0.0
-0.004616,0.0
-0.004612,0.0
-0.004608,0.4
-0.004604,0.0
-0.0046,0.0
-0.004596,0.0
-0.004592,0.0
-0.004588,0.0
-0.004584,-0.4
-0.00458,0.0
-0.004576,-0.4
-0.004572,-0.4
-0.004568,-0.4
-0.004564,-0.4
-0.00456,-0.4
-0.004556,0.0
-0.004552,-0.4
-0.004548,-0.4
-0.004544,-0.4
-0.00454,-0.4
-0.004536,-0.4
-0.004532,-0.4
-0.004528,-0.4
-0.004524,-0.4
-0.00452,-0.4
-0.004516,-0.4
-0.004512,-0.4
-0.004508,-0.4
-0.004504,-0.8
-0.0045,-0.8
-0.004496,-0.8
-0.004492,-0.8
-0.004488,-1.2
-0.004484,-0.8
-0.00448,-0.8
-0.004476,-0.8
-0.004472,-0.8
-0.004468,-0.8
-0.004464,-1.2
-0.00446,-0.8
-0.004456,-1.2
-0.004452,-0.8
-0.004448,-1.2
-0.004444,-1.2
-0.00444,-1.2
-0.004436,-1.2
-0.004432,-1.2
-0.004428,-1.2
-0.004424,-1.6
-0.00442,-1.2
-0.004416,-1.2
-0.004412,-1.2
-0.004408,-1.6
-0.004404,-1.6
-0.0044,-1.6
-0.004396,-1.6
-0.004392,-1.6
-0.004388,-1.6
-0.004384,-1.6
-0.00438,-1.6
-0.004376,-2.0
-0.004372,-2.0
-0.004368,-1.6
-0.004364,-1.6
-0.00436,-2.0
-0.004356,-2.0
-0.004352,-2.0
-0.004348,-2.0
-0.004344,-2.4
-0.00434,-2.0
-0.004336,-2.0
-0.004332,-2.4
-0.004328,-2.0
-0.004324,-2.0
-0.00432,-2.4
-0.004316,-2.4
-0.004312,-2.4
-0.004308,-2.4
-0.004304,-2.4
-0.0043,-2.8
-0.004296,-2.4
-0.004292,-2.4
-0.004288,-2.8
-0.004284,-2.8
-0.00428,-2.8
-0.004276,-2.8
-0.004272,-2.8
-0.004268,-2.8
-0.004264,-3.2
-0.00426,-2.8
-0.004256,-2.8
-0.004252,-3.2
-0.004248,-3.2
-0.004244,-3.2
-0.00424,-3.2
-0.004236,-3.2
-0.004232,-3.2
-0.004228,-3.2
-0.004224,-3.2
-0.00422,-3.2
-0.004216,-3.2
-0.004212,-3.2
-0.004208,-3.6
-0.004204,-3.2
-0.0042,-3.6
-0.004196,-3.6
-0.004192,-3.6
-0.004188,-3.6
-0.004184,-3.6
-0.00418,-3.6
-0.004176,-3.6
-0.004172,-3.6
-0.004168,-4.0
-0.004164,-4.0
-0.00416,-4.0
-0.004156,-4.0
-0.004152,-4.0
-0.004148,-4.0
-0.004144,-4.0
-0.00414,-4.0
-0.004136,-4.0
-0.004132,-4.0
-0.004128,-4.0
-0.004124,-4.0
-0.00412,-4.0
-0.004116,-4.0
-0.004112,-4.4
-0.004108,-4.0
-0.004104,-4.4
-0.0041,-4.4
-0.004096,-4.4
-0.004092,-4.4
-0.004088,-4.4
-0.004084,-4.8
-0.00408,-4.4
-0.004076,-4.4
-0.004072,-4.4
-0.004068,-4.8
-0.004064,-4.8
-0.00406,-4.8
-0.004056,-4.8
-0.004052,-4.8
-0.004048,-4.8
-0.004044,-4.8
-0.00404,-4.8
-0.004036,-5.2
-0.004032,-4.8
-0.004028,-4.8
-0.004024,-4.8
-0.00402,-4.8
-0.004016,-4.8
-0.004012,-5.2
-0.004008,-5.2
-0.004004,-4.8
-0.004,-5.2
-0.003996,-5.2
-0.003992,-4.8
-0.003988,-5.2
-0.003984,-5.2
-0.00398,-5.2
-0.003976,-5.6
-0.003972,-5.2
-0.003968,-5.2
-0.003964,-5.2
-0.00396,-5.2
-0.003956,-5.6
-0.003952,-5.2
-0.003948,-5.6
-0.003944,-5.2
-0.00394,-5.2
-0.003936,-5.6
-0.003932,-5.6
-0.003928,-5.6
-0.003924,-5.6
-0.00392,-5.6
-0.003916,-5.6
-0.003912,-5.6
-0.003908,-5.2
-0.003904,-5.2
-0.0039,-5.6
-0.003896,-5.6
-0.003892,-5.6
-0.003888,-5.6
-0.003884,-5.6
-0.00388,-5.6
-0.003876,-5.6
-0.003872,-5.6
-0.003868,-5.6
-0.003864,-5.6
-0.00386,-6.0
-0.003856,-5.6
-0.003852,-5.6
-0.003848,-5.6
-0.003844,-5.6
-0.00384,-5.6
-0.003836,-6.0
-0.003832,-5.6
-0.003828,-5.6
-0.003824,-5.6
-0.00382,-5.6
-0.003816,-5.6
-0.003812,-5.6
-0.003808,-5.6
-0.003804,-6.0
